"","PROVINCE","urban","age","gender","I1_3_1","party","army","sec_lan","f_b_hukou","f_n_hukou","m_b_hukou","m_n_hukou","b_hukou","n_hukou","local_hukou","migrant_hukou","cungaiju","u_w_m","u_c_m","r_m","p_m","uint_add_m","br_m","bus_m","I1_20_1","I1_20_2","n_r_o_i","I1_20_4","I1_20_5","I1_21","I1_22_1","I1_22_2","I1_22_3","tech_edu","I2_10","work_exp","I3a1_1","I3a1_2","I3a1_5","I3a1_9","I3a1_14","I3a1_16_1","I3a1_16_2","I3a1_16_3","I3a1_19_1","I3a1_19_2","I3a1_19_3","I3a1_20_1","I3a1_20_2","I3a1_20_3","I3a1_20_4","I3a1_20_5","I3a1_20_7","I3a1_20_8","I3a1_20_9","I3a1_21","I3a2_1","friend","psychofriend","discussfriend","moneyfriend","memberelect","happy","happycp","I7_7_1","I7_7_2","I7_9","soccls","b_soccls","I7_10_3_1","t_soccls","soctrs","I9_1","I9_2","arm","health","I9_5","I9_6","ill","I9_8","I9_9","I9_10","I9_11","I9_12","I9_14","interviewway","reject","impat","itviewer_trust","fudge","colla","rely","lang","sinitviewer","look","sinitviewee","rtype_u","belief","edu","fedu","medu","jobmean","dinner","socresp","localsc","comlk","plan","u","d"
"4594",440000,0,22,0,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,6,5,5,2,5,4,5,4,6,3,3,160,98,156,2,1,3,0,0,0,2,2,0,1,1,4,3,3,3,3,3,2,1,5,0,0,0,3,2,3,NA,0.368007123470306,0.35733625292778,0,1.52654492855072,2,0.5523881316185,1
"4595",530000,0,37,1,530000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,4,5,2,3,2,5,4,6,4,2,170,120,168,3,2,2,1,0,4,2,2,1,0,1,4,4,3,4,4,4,2,1,5,0,1,0,1,1,1,-0.803331911563873,-0.922452747821808,-0.431529670953751,1,1.0465544462204,8,0.552516877651215,1
"4596",610000,0,59,0,610000,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,4,4,3,1,5,4,5,4,5,2,3,173,150,164,3,3,2,1,0,0,2,2,0,0,1,4,4,4,4,4,4,2,0,5,0,1,0,NA,1,1,0.209660023450851,-0.108856171369553,0.239654049277306,1,0.66414999961853,8,0.552600860595703,1
"4597",320000,1,24,0,320000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,6,4,1,1,3,5,2,6,5,2,169,120,166,3,1,3,1,0,NA,3,3,0,0,1,4,4,3,4,4,4,1,1,5,0,0,0,3,2,2,-1.59648978710175,-0.0224443431943655,0.239654049277306,0,-1.33796310424805,1,0.552662432193756,1
"4598",440000,0,45,1,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,5,4,4,5,2,5,3,7,2,3,170,130,175,2,2,2,0,0,2,3,2,0,0,1,4,4,3,4,3,3,2,0,7,0,1,0,1,1,1,0.492461562156677,0.144271776080132,1.02851998806,1,1.14663898944855,2,0.55273973941803,1
"4599",420000,0,58,1,420000,0,0,0,5,4,5,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,4,4,4,2,4,2,4,3,4,3,3,168,130,160,3,1,1,0,0,15,2,2,1,0,1,4,4,4,4,4,3,2,0,7,0,1,0,NA,1,1,-0.215662285685539,-0.198569029569626,-1.12658035755157,1,1.52654492855072,8,0.552766859531403,1
"4600",340000,0,63,0,340000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,1,6,5,1,5,4,4,2,5,3,3,160,135,158,3,1,1,1,0,0,2,2,0,0,1,4,4,4,4,4,4,2,0,5,0,1,1,1,1,1,-2.25364637374878,-0.922452747821808,-1.91544628143311,1,1.0465544462204,8,0.552886962890625,1
"4601",530000,0,39,1,530000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,160,121,160,2,1,1,0,0,12,2,2,1,0,1,4,4,4,4,4,4,2,1,3,1,0,0,1,1,1,-0.94632351398468,-0.922452747821808,-1.12658035755157,0,-0.478066563606262,8,0.55292797088623,1
"4602",530000,0,48,0,530000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,4,4,5,2,3,3,5,4,6,3,3,150,108,147,2,1,1,0,0,0,4,2,0,0,1,2,2,3,1,3,3,2,0,5,0,0,0,1,1,1,-0.505819320678711,-0.690246343612671,-0.455396622419357,0,1.0465544462204,8,0.553105413913727,1
"4603",440000,0,67,0,440000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,3,3,1,3,4,4,3,5,1,3,150,102,148,2,1,1,0,0,10,2,2,0,0,2,4,4,4,4,4,4,2,1,6,0,1,0,NA,1,1,0.464890986680984,-0.690246343612671,0.239654049277306,1,0.28424397110939,8,0.553162693977356,1
"4604",230000,1,34,0,230000,0,0,1,5,2,5,2,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,4,3,2,2,2,2,2,1,3,3,3,1,NA,3,2,2,2,6,3,4,3,3,2,6,6,7,2,3,167,124,NA,1,1,1,0,0,0,2,2,0,0,1,3,3,3,3,4,4,1,1,6,0,0,0,4,2,2,0.571814835071564,0.844870388507843,-0.431529670953751,1,-1.82045197486877,2,0.553215146064758,1
"4605",150000,1,51,0,150000,0,0,1,2,4,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,4,5,1,5,1,3,2,5,2,3,155,100,NA,2,2,2,0,0,0,2,3,0,1,1,4,4,3,3,4,3,1,0,7,0,1,0,3,4,2,-2.25364637374878,0.201290994882584,-3.28168058395386,1,-0.578151047229767,8,0.553590714931488,1
"4606",440000,0,63,0,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,3,3,3,1,4,3,5,3,3,2,3,160,115,160,2,1,1,0,0,0,3,3,0,0,1,4,4,4,3,3,3,2,1,6,0,1,0,1,1,1,0.174733936786652,-0.922452747821808,0.934704720973969,0,0.181661009788513,8,0.553629159927368,1
"4607",440000,0,40,0,430000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,NA,2,2,1,1,6,3,5,3,3,2,3,2,5,2,3,158,128,158,3,3,1,1,0,7,3,2,0,0,1,4,4,3,4,4,3,1,1,4,0,1,0,1,2,1,0.78997415304184,-0.922452747821808,0.239654049277306,1,-0.0981605499982834,2,0.553694128990173,1
"4608",440000,1,44,1,440000,1,0,0,1,2,1,2,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,2,2,2,4,4,2,2,2,4,4,4,2,2,2,1,NA,5,5,5,5,3,3,3,1,3,3,3,3,4,1,2,170,154,160,1,1,1,0,0,0,3,3,1,1,1,4,4,4,4,4,4,2,1,NA,1,1,0,3,1,1,-0.94632351398468,1.33246529102325,2.39475440979004,1,0.66414999961853,8,0.553765177726746,1
"4609",650000,0,51,0,650000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,6,6,2,3,5,7,6,8,5,4,160,140,158,1,1,1,0,0,0,1,2,0,0,2,4,4,3,3,3,3,2,1,7,0,1,1,1,1,1,NA,-0.922452747821808,-0.431529670953751,1,0.766732931137085,8,0.553812146186829,1
"4610",430000,0,60,0,430000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,4,2,3,3,4,3,2,3,1,3,160,99999,160,4,3,3,1,0,0,2,4,0,0,1,4,4,3,3,4,3,2,1,3,0,1,0,1,3,1,-0.660340368747711,NA,0.239654049277306,1,1.14414048194885,6,0.554174959659576,1
"4611",620000,0,50,1,620000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,1,1,2,NA,NA,NA,3,NA,4,4,4,1,NA,1,0,0,0,3,5,1,1,4,3,2,1,3,2,3,170,130,180,2,2,2,0,0,10,2,2,1,0,1,4,4,4,4,4,4,1,1,7,0,1,0,2,1,1,1.23047828674316,NA,0.239654049277306,1,0.184159517288208,8,0.554516971111298,1
"4612",130000,1,37,0,130000,0,0,0,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,6,6,6,1,1,4,5,5,0,3,2,157,100,150,3,1,1,1,0,NA,3,3,0,0,1,4,4,3,3,3,3,1,0,8,1,0,0,1,1,1,NA,-0.922452747821808,0.239654049277306,1,-1.72036755084991,8,0.554652512073517,1
"4613",650000,1,31,1,650000,1,0,0,1,2,1,2,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,2,1,2,4,4,1,3,1,1,1,1,1,1,1,1,NA,4,2,2,2,3,6,4,3,4,3,5,4,7,5,3,178,160,178,3,1,3,0,0,0,3,3,1,1,1,4,4,3,3,3,3,1,0,NA,1,0,0,4,3,3,-0.118604756891727,2.39071869850159,0.239654049277306,1,-2.10277199745178,1,0.554893553256989,1
"4614",210000,0,17,1,210000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,1,6,6,6,2,5,4,4,3,4,3,2,180,118,180,2,2,3,0,0,0,3,4,0,0,1,4,4,3,3,4,3,1,1,6,0,0,0,2,1,2,NA,NA,-1.79776406288147,1,-0.193247988820076,2,0.554946541786194,1
"4615",370000,0,35,0,230000,0,0,0,1,2,1,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,3,5,5,1,2,4,8,6,9,8,3,165,150,164,2,1,1,0,0,0,3,2,0,0,1,4,4,4,4,4,4,1,0,8,0,1,0,2,1,1,-0.478248775005341,NA,-1.91544628143311,0,-0.960555553436279,4,0.555045008659363,1
"4616",620000,0,18,1,620000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,3,2,3,2,3,4,3,2,5,1,3,163,80,162,1,1,2,0,0,3,1,2,0,0,1,4,4,4,4,4,4,1,1,5,0,1,0,2,1,1,NA,NA,-0.431529670953751,1,-0.578151047229767,2,0.555176496505737,1
"4617",420000,0,55,0,420000,0,0,0,1,1,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,2,5,2,2,2,6,3,8,2,3,155,82,150,3,3,3,0,0,0,2,3,0,0,1,1,1,1,1,1,3,2,0,1,1,1,0,NA,2,1,-0.803331911563873,0.54319429397583,-1.91544628143311,1,-1.43554902076721,8,0.555364012718201,1
"4618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0.555527627468109,1
"4619",320000,0,44,1,320000,0,0,0,4,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,5,5,5,3,3,3,1,4,2,2,1,4,1,3,170,154,NA,2,1,1,0,1,60,2,3,1,0,1,4,4,3,3,3,3,3,1,5,0,0,0,1,1,1,0.78997415304184,1.67949151992798,0.239654049277306,0,0.184159517288208,8,0.555600881576538,1
"4620",210000,0,25,1,210000,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,2,3,2,2,2,3,4,4,4,2,NA,2,NA,2,1,NA,3,4,3,3,6,6,5,1,4,2,5,4,6,3,3,176,210,176,1,1,1,0,0,0,2,2,1,1,1,4,4,4,3,4,4,1,1,5,1,0,0,3,3,3,-0.648810923099518,0.888398587703705,-0.549211859703064,1,0.66414999961853,8,0.555695354938507,1
"4621",440000,0,59,1,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,2,1,1,3,2,2,2,2,2,2,163,105,160,3,3,3,0,0,10,2,2,1,0,1,4,4,4,4,4,4,2,0,7,0,1,0,3,1,1,NA,-0.458039969205856,-1.12658035755157,1,-0.193247988820076,8,0.555787563323975,1
"4622",360000,1,38,1,360000,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,4,3,4,4,1,NA,3,2,2,2,2,3,2,5,2,3,2,1,3,7,3,175,140,172,4,3,2,0,0,NA,2,2,0,1,1,4,4,3,4,4,4,1,1,8,1,0,0,3,1,1,0.932965755462646,0.766826629638672,-0.549211859703064,1,-0.0956620499491692,2,0.555873274803162,1
"4623",450000,0,27,1,450000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,3,2,1,1,5,3,3,3,5,4,3,171,115,170,2,1,1,0,0,0,2,2,1,0,1,4,4,3,2,3,3,1,1,6,0,1,0,NA,1,1,-0.824865400791168,-0.922452747821808,-0.431529670953751,1,1.90645098686218,8,0.555908799171448,1
"4624",110000,1,59,1,110000,1,0,0,1,2,1,2,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,2,5,1,4,2,4,5,0,6,3,176,168,178,1,1,1,0,0,0,3,3,1,1,1,4,4,4,4,4,4,1,0,NA,1,0,0,3,3,1,-0.660340368747711,1.21099627017975,0.309602290391922,1,-3.06275296211243,8,0.555979132652283,1
"4625",370000,0,50,0,370000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,4,4,3,3,3,4,4,5,3,3,163,115,163,2,2,2,0,0,0,3,3,0,0,1,4,4,3,4,4,3,2,0,7,0,1,0,2,1,1,-0.505819320678711,-0.922452747821808,0.239654049277306,1,0.66414999961853,8,0.556369602680206,1
"4626",440000,0,17,1,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,1,6,6,5,1,4,4,5,4,6,4,3,175,130,153,1,1,1,0,0,0,2,2,0,1,1,4,4,4,4,4,3,2,1,8,0,1,0,2,1,1,NA,NA,-0.431529670953751,1,0.666648507118225,2,0.556412577629089,1
"4627",450000,0,41,0,450000,0,0,0,1,1,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,1,1,2,1,5,1,1,1,2,1,3,160,95,160,3,1,1,0,0,0,4,1,0,0,1,4,4,4,4,4,4,2,1,8,0,1,0,1,1,1,1.27993869781494,-0.922452747821808,0.239654049277306,0,0.184159517288208,8,0.556503474712372,1
"4628",5e+05,1,39,0,5e+05,0,0,0,1,4,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,4,3,3,2,4,4,2,1,7,5,3,150,110,150,3,4,1,1,1,15,3,2,0,0,1,4,3,2,2,3,2,1,0,5,0,0,0,2,4,2,-1.61102414131165,-0.922452747821808,-0.455396622419357,1,-0.0981605499982834,2,0.556690573692322,1
"4629",340000,0,36,0,340000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,4,4,2,3,3,7,3,8,3,2,160,100,158,2,1,2,0,0,0,2,3,0,0,1,4,3,2,3,3,3,2,1,6,0,1,0,1,1,1,-0.362827777862549,NA,-1.24426257610321,0,0.184159517288208,6,0.556787073612213,1
"4630",610000,0,15,1,610000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,3,4,3,1,1,4,4,4,4,4,3,165,100,165,2,1,1,0,0,0,3,3,0,1,1,4,4,4,4,4,4,2,1,NA,0,1,0,2,3,2,NA,NA,-0.431529670953751,1,-0.195746496319771,2,0.556832194328308,1
"4631",110000,0,51,0,110000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,1,4,3,1,3,4,2,2,2,161,120,156,3,2,4,0,0,0,3,3,0,0,1,3,3,4,3,4,4,1,0,6,0,0,0,3,1,1,-0.0726706981658936,-0.922452747821808,1.72357070446014,1,0.186658024787903,7,0.557113230228424,1
"4632",360000,0,48,0,360000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,3,5,5,1,5,3,5,4,6,2,3,155,98,150,1,1,1,0,0,0,2,2,0,0,1,4,4,3,3,3,3,1,1,8,1,1,0,1,1,1,0.932965755462646,-0.922452747821808,0.239654049277306,1,0.386826932430267,8,0.557226657867432,1
"4633",230000,1,47,1,230000,0,0,1,1,4,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3,3,3,3,4,1,1,4,4,3,NA,3,NA,4,1,NA,4,2,2,2,3,3,3,3,3,4,5,5,6,5,3,176,160,176,2,1,2,0,0,0,3,2,1,1,1,4,4,3,3,3,3,1,1,7,1,1,0,4,3,3,0.0519573986530304,1.24368989467621,0.239654049277306,1,-0.958057045936584,1,0.557273089885712,1
"4634",410000,1,37,0,410000,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,5,4,1,3,4,5,4,7,1,2,160,104,155,1,1,1,0,0,0,2,2,0,0,1,4,3,3,3,3,3,1,1,8,1,0,0,4,2,1,NA,0.820544838905334,0.239654049277306,1,-0.578151047229767,8,0.557332873344421,1
"4635",440000,1,52,0,440000,1,0,0,1,4,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,3,3,3,4,4,1,1,NA,2,2,NA,2,NA,2,0,NA,2,2,2,2,3,5,5,1,4,4,5,5,5,2,3,150,120,150,2,1,1,0,0,0,2,3,0,0,1,4,4,3,3,3,3,1,1,NA,0,0,0,3,1,1,0.78997415304184,0.144271776080132,0.239654049277306,1,-0.578151047229767,2,0.55737715959549,1
"4636",440000,1,58,0,440000,0,0,0,1,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,4,4,1,2,2,4,3,3,3,2,153,100,143,3,1,1,0,0,0,3,3,0,0,2,4,2,3,2,3,3,1,1,6,0,1,0,1,2,2,-1.60498702526093,-0.698717415332794,0.239654049277306,1,-0.578151047229767,8,0.557461082935333,1
"4637",370000,0,54,1,370000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99999,99999,99999,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,5,4,4,3,5,3,6,3,3,168,130,168,2,2,2,0,0,0,3,2,0,1,1,4,4,4,4,4,3,2,1,6,0,1,0,3,1,1,NA,NA,0.239654049277306,1,1.0465544462204,8,0.557516932487488,1
"4638",430000,0,56,1,430000,1,1,0,1,1,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,4,3,1,4,4,5,1,5,1,3,159,108,150,3,1,1,0,0,0,2,1,0,1,1,4,4,4,4,4,4,1,1,5,1,1,0,NA,1,1,0.260909646749496,NA,0.239654049277306,0,0.66414999961853,8,0.557761013507843,1
"4639",440000,1,50,1,440000,0,0,0,1,1,1,2,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,3,3,3,2,2,3,NA,NA,NA,2,NA,3,NA,3,1,NA,1,0,0,0,1,3,2,3,4,2,4,4,3,3,3,162,120,164,3,1,1,0,1,60,2,3,1,1,1,4,3,3,2,3,3,2,1,6,0,1,0,2,1,1,-0.438007146120071,0.00188122864346951,-0.455396622419357,1,-0.480565071105957,8,0.557784140110016,1
"4640",340000,0,52,0,340000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,3,2,2,2,5,5,5,2,3,160,90,160,4,1,1,0,0,0,2,2,0,0,1,4,4,4,4,4,4,1,1,6,1,0,0,1,1,1,-1.66597676277161,-0.922452747821808,-3.39936280250549,1,-0.0956620499491692,8,0.557952404022217,1
"4641",440000,0,55,0,430000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,6,2,2,1,1,2,5,1,3,1,3,153,140,152,4,4,1,1,0,5,2,3,0,0,1,4,4,3,4,3,1,2,1,4,0,0,0,1,NA,NA,-2.68262124061584,-0.922452747821808,-1.22039556503296,0,1.52654492855072,8,0.558090388774872,1
"4642",640000,1,39,0,640000,0,0,0,1,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,3,5,5,3,3,4,4,3,6,3,3,160,110,158,2,1,3,0,0,0,2,2,0,1,1,4,4,4,4,4,4,1,1,7,0,0,0,3,1,1,-0.456358999013901,-0.0636090338230133,0.121971853077412,1,0.56656402349472,2,0.5581995844841,1
