"","PROVINCE","urban","age","gender","I1_3_1","party","army","sec_lan","f_b_hukou","f_n_hukou","m_b_hukou","m_n_hukou","b_hukou","n_hukou","local_hukou","migrant_hukou","cungaiju","u_w_m","u_c_m","r_m","p_m","uint_add_m","br_m","bus_m","I1_20_1","I1_20_2","n_r_o_i","I1_20_4","I1_20_5","I1_21","I1_22_1","I1_22_2","I1_22_3","tech_edu","I2_10","work_exp","I3a1_1","I3a1_2","I3a1_5","I3a1_9","I3a1_14","I3a1_16_1","I3a1_16_2","I3a1_16_3","I3a1_19_1","I3a1_19_2","I3a1_19_3","I3a1_20_1","I3a1_20_2","I3a1_20_3","I3a1_20_4","I3a1_20_5","I3a1_20_7","I3a1_20_8","I3a1_20_9","I3a1_21","I3a2_1","friend","psychofriend","discussfriend","moneyfriend","memberelect","happy","happycp","I7_7_1","I7_7_2","I7_9","soccls","b_soccls","I7_10_3_1","t_soccls","soctrs","I9_1","I9_2","arm","health","I9_5","I9_6","ill","I9_8","I9_9","I9_10","I9_11","I9_12","I9_14","interviewway","reject","impat","itviewer_trust","fudge","colla","rely","lang","sinitviewer","look","sinitviewee","rtype_u","belief","edu","fedu","medu","jobmean","dinner","socresp","localsc","comlk","plan","u","d"
"2043",5e+05,0,61,1,5e+05,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,4,3,1,4,4,4,4,6,1,3,165,110,162,3,1,1,0,0,30,2,2,1,1,1,4,4,3,4,3,3,2,0,7,0,1,0,1,1,1,-0.158846393227577,-0.922452747821808,1.72357070446014,1,1.0465544462204,8,0.241925463080406,1
"2044",330000,1,38,0,510000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,6,3,1,5,4,2,1,5,3,3,155,100,150,2,1,1,0,0,0,2,2,0,0,1,1,4,3,3,3,3,1,1,5,0,1,1,3,1,1,-0.0292474292218685,-0.922452747821808,2.39475440979004,0,-0.958057045936584,1,0.242068886756897,1
"2045",650000,0,40,0,650000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,1,5,5,2,5,4,8,8,8,7,3,155,140,148,3,1,3,1,0,0,4,2,0,0,2,4,3,3,3,3,3,2,0,7,1,0,1,1,NA,1,-1.76668679714203,0.144271776080132,0.239654049277306,1,0.66414999961853,6,0.242123156785965,1
"2046",420000,1,24,1,420000,0,0,1,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,3,4,4,2,1,1,2,2,NA,2,NA,2,1,NA,5,2,2,2,3,3,3,3,4,3,4,4,6,5,3,176,120,170,3,1,2,0,0,0,2,2,1,1,1,1,4,3,3,3,3,1,1,7,1,0,0,4,3,3,0.932965755462646,1.34501874446869,0.239654049277306,1,-0.575652539730072,1,0.242232218384743,1
"2047",410000,0,55,0,410000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,4,3,2,4,2,4,2,6,2,3,150,90,148,1,2,2,0,0,0,2,2,0,1,1,4,4,3,3,3,3,2,1,4,0,1,0,1,1,1,-0.687910914421082,NA,0.239654049277306,1,0.66414999961853,2,0.24239619076252,1
"2048",360000,0,39,0,360000,0,0,0,1,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,3,3,1,2,3,NA,NA,NA,2,NA,4,NA,4,1,NA,1,0,0,0,6,5,3,1,4,3,5,4,6,3,2,158,120,156,3,2,3,0,0,0,3,3,0,0,1,4,3,3,2,3,3,1,1,7,0,1,0,NA,1,1,-0.326760023832321,-0.445589452981949,0.239654049277306,1,-0.578151047229767,1,0.242416664958,1
"2049",350000,1,32,1,350000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,3,2,2,3,3,1,1,NA,3,3,NA,3,4,3,0,NA,3,4,3,3,3,2,2,3,4,2,5,6,6,5,3,165,140,160,3,2,3,1,0,0,3,2,0,1,1,4,4,3,3,3,3,1,1,5,0,0,1,4,1,1,-0.427113682031631,1.21099627017975,0.239654049277306,1,-0.578151047229767,2,0.242423474788666,1
"2050",130000,0,39,1,130000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,3,3,3,1,4,4,1,1,1,1,3,170,120,176,2,1,1,0,0,0,3,3,0,0,1,4,4,4,4,4,4,2,1,8,1,1,0,2,2,1,0.492461562156677,-0.922452747821808,0.239654049277306,1,1.90645098686218,8,0.242667987942696,1
"2051",530000,0,72,1,530000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,3,2,3,4,2,1,1,1,3,156,100,160,4,3,3,1,1,60,4,2,0,1,2,4,4,3,4,4,4,2,1,NA,0,0,0,NA,1,1,-0.803331911563873,-0.922452747821808,-1.12658035755157,1,1.0465544462204,8,0.242786645889282,1
"2052",620000,0,50,0,620000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,4,6,3,4,4,0,1,7,1,3,160,94,156,2,1,1,0,0,0,2,2,0,0,1,4,4,3,3,3,3,2,1,2,0,1,0,1,1,1,0.78997415304184,-0.922452747821808,0.239654049277306,1,0.28424397110939,2,0.242800340056419,1
"2053",330000,1,34,0,330000,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,4,4,1,1,1,4,1,1,3,3,4,1,NA,2,3,2,2,6,4,4,1,5,4,5,5,5,5,3,155,84,150,2,1,1,0,0,0,3,2,0,0,1,4,3,3,2,3,3,1,1,6,1,0,0,3,3,1,0.78997415304184,2.6438467502594,0.239654049277306,1,-1.72036755084991,2,0.242831602692604,1
"2054",430000,0,44,1,430000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,1,1,1,2,0,2,6,1,3,150,70,153,5,3,1,1,0,15,1,1,1,0,1,4,4,4,4,4,4,1,0,NA,0,1,0,1,1,1,-1.95613384246826,-0.922452747821808,-0.525344908237457,1,0.28424397110939,8,0.242909580469131,1
"2055",320000,1,51,0,320000,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,3,3,4,4,4,4,4,4,NA,4,NA,4,1,NA,4,1,1,1,4,4,3,1,1,3,4,4,4,7,3,158,125,155,2,1,1,0,0,0,3,2,0,0,1,4,4,4,4,3,4,1,0,6,0,1,0,2,1,1,-0.478248775005341,-0.755736589431763,0.239654049277306,1,0.56656402349472,2,0.243158429861069,1
"2056",430000,1,34,0,430000,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,2,3,2,4,2,5,6,6,4,2,158,91,155,2,2,2,0,0,0,2,2,0,0,1,4,3,3,3,3,3,1,1,7,0,1,0,3,1,1,0.932965755462646,-0.332591503858566,0.239654049277306,0,-0.958057045936584,1,0.243452459573746,1
"2057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0.243510648608208,1
"2058",650000,0,46,0,650000,0,0,0,1,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,3,2,4,4,3,2,2,3,2,2,168,110,165,4,3,2,1,1,0,2,2,0,0,2,4,4,3,3,3,3,2,0,5,0,1,1,2,1,1,NA,NA,0.239654049277306,1,-0.960555553436279,8,0.243571385741234,1
"2059",410000,1,46,1,410000,1,1,0,2,2,2,2,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,2,2,2,3,1,1,NA,NA,1,1,1,1,1,2,1,NA,2,2,2,2,3,5,5,2,4,4,5,4,6,3,4,172,140,170,3,1,1,0,0,0,1,3,1,1,1,4,4,4,4,4,4,2,0,8,1,1,0,4,3,1,0.78997415304184,1.7448787689209,0.239654049277306,1,0.381829917430878,8,0.243665680289268,1
"2060",410000,0,23,0,410000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,6,6,6,1,3,5,5,5,6,5,2,166,120,162,1,1,1,0,1,30,2,3,0,0,1,4,4,4,4,4,3,2,0,4,0,0,1,3,2,1,NA,-0.221854105591774,-0.549211859703064,1,1.52404642105103,1,0.243785485625267,1
"2061",310000,1,40,1,320000,0,0,1,1,2,1,2,2,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,3,3,3,4,4,1,NA,NA,3,1,NA,1,NA,3,1,NA,2,2,2,2,3,5,5,1,5,4,5,4,6,4,2,172,138,171,2,1,1,0,0,0,2,2,0,1,1,4,4,4,4,4,4,1,0,8,0,0,0,5,1,1,-0.33358246088028,0.11157812923193,0.239654049277306,1,0.66414999961853,2,0.243802785873413,1
"2062",140000,1,53,0,140000,0,0,0,1,2,1,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,5,6,2,3,2,3,3,3,5,3,168,118,168,2,1,3,0,0,0,3,3,0,0,1,4,4,4,4,4,3,1,1,7,1,1,0,3,1,1,2.52627182006836,NA,0.239654049277306,1,-1.34046161174774,6,0.243887692689896,1
"2063",530000,0,17,0,530000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,6,6,6,3,5,4,5,4,7,4,3,155,96,153,1,1,3,0,1,1,2,2,0,0,1,4,4,4,4,4,4,2,0,9,0,0,1,2,1,1,NA,-0.922452747821808,1.69970369338989,0,0.66414999961853,2,0.244035452604294,1
"2064",620000,1,37,0,620000,0,0,0,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,2,2,2,3,2,4,4,4,3,1,3,3,4,1,NA,1,0,0,0,3,5,5,3,3,4,3,2,3,2,3,158,104,155,3,1,1,0,0,0,4,3,0,0,1,3,3,3,3,3,3,1,1,8,0,1,0,4,3,2,-0.158846393227577,0.755054533481598,0.239654049277306,1,-0.195746496319771,2,0.244281515479088,1
"2065",410000,0,31,0,410000,0,0,1,1,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,2,4,4,2,1,NA,NA,1,NA,3,NA,3,0,NA,4,4,3,3,3,5,5,3,4,3,6,5,7,4,3,160,120,156,2,1,1,0,0,4,2,2,0,0,1,4,4,3,3,3,3,2,0,7,0,0,0,4,1,1,0.78997415304184,0.844870388507843,0.239654049277306,1,0.66414999961853,8,0.244422495365143,1
"2066",320000,0,61,1,320000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,4,3,4,2,4,4,6,5,6,2,3,165,140,160,4,4,1,0,1,0,1,4,1,0,2,4,4,4,3,4,3,1,0,6,0,0,0,1,1,1,NA,-0.922452747821808,0.239654049277306,1,0.28424397110939,8,0.244473665952682,1
"2067",350000,0,57,1,350000,0,0,0,4,4,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,1,5,5,4,3,4,6,6,6,2,3,168,110,156,2,1,1,0,0,0,2,2,1,0,1,4,4,3,3,3,3,2,1,4,0,1,1,1,1,1,-0.660340368747711,-0.589020490646362,0.239654049277306,1,-0.578151047229767,2,0.244535282254219,1
"2068",5e+05,1,35,0,5e+05,0,0,0,1,2,1,2,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,2,2,2,4,1,3,1,2,1,2,2,2,2,2,1,NA,2,2,2,2,1,6,6,1,4,4,8,6,7,3,3,160,120,152,2,1,3,0,0,0,3,3,0,0,1,4,4,3,4,3,3,2,0,8,0,1,0,2,1,1,0.78997415304184,0.600213468074799,0.239654049277306,1,-0.478066563606262,8,0.244581699371338,1
"2069",420000,1,44,1,420000,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,3,3,3,1,1,3,NA,NA,NA,3,1,3,3,4,1,NA,2,2,2,2,6,5,6,1,5,4,8,6,9,6,3,165,120,166,1,1,1,0,0,0,2,2,1,1,2,1,4,4,3,4,4,1,0,7,0,0,0,2,1,1,0.352651625871658,0.388928681612015,0.934704720973969,1,-0.195746496319771,2,0.2446229159832,1
"2070",130000,1,58,1,130000,1,1,0,2,2,2,2,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,4,4,1,4,2,1,4,1,4,3,178,160,175,2,1,1,0,1,30,2,2,1,1,1,4,4,4,4,4,4,1,0,9,0,1,0,4,1,1,-0.94632351398468,-0.922452747821808,0.239654049277306,1,0.28424397110939,7,0.244660496711731,1
"2071",360000,0,78,1,360000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,4,5,1,4,2,5,3,6,2,3,150,90,145,3,1,1,1,0,0,2,3,1,1,1,4,4,4,4,4,3,3,0,6,0,1,0,NA,1,1,0.78997415304184,NA,-0.431529670953751,0,0.28424397110939,8,0.244981154799461,1
"2072",610000,1,25,1,610000,0,0,1,1,2,1,2,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,4,5,4,4,4,5,2,5,4,1,184,152,182,2,3,3,1,0,7,3,3,1,1,1,4,4,4,4,4,4,1,1,10,1,1,0,4,3,2,NA,2.2450270652771,0.934704720973969,0,-0.20074351131916,1,0.245179414749146,1
"2073",640000,0,18,0,640000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,5,4,3,3,4,3,3,5,3,3,166,100,160,3,2,2,0,0,0,3,3,0,0,1,4,4,4,4,4,4,1,1,NA,0,1,0,2,2,2,NA,NA,0.239654049277306,1,-0.578151047229767,5,0.245249152183533,1
"2074",410000,0,63,1,410000,1,1,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,6,4,1,4,4,5,5,6,1,3,176,146,180,4,1,1,1,0,55,2,3,1,0,1,4,4,3,3,3,3,2,0,6,0,1,0,NA,1,1,0.464890986680984,NA,0.239654049277306,1,1.42646050453186,8,0.245364397764206,1
"2075",640000,1,20,1,640000,0,0,1,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,4,5,3,3,4,2,1,5,2,3,163,104,160,2,2,2,0,0,0,2,2,0,0,1,4,4,4,4,4,4,1,1,6,1,0,0,3,4,4,NA,NA,0.239654049277306,1,-1.33796310424805,2,0.245424285531044,1
"2076",440000,0,29,1,440000,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,2,4,6,1,3,4,4,2,6,2,2,150,130,159,2,1,1,0,0,4,3,2,1,1,1,4,4,4,4,4,4,2,1,NA,0,1,0,2,2,1,-0.30919349193573,1.78840696811676,0.239654049277306,1,0.66414999961853,1,0.245439395308495,1
"2077",350000,1,40,1,350000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,6,6,6,1,5,5,5,0,0,0,2,169,150,165,1,1,1,0,0,0,3,9,0,0,1,2,2,2,2,2,3,3,0,5,1,0,0,1,1,1,0.295835733413696,-0.922452747821808,2.39475440979004,1,-2.68034839630127,2,0.245516866445541,1
"2078",330000,0,60,0,330000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,5,5,2,4,4,5,5,5,4,3,150,120,150,3,2,2,0,0,15,2,2,0,0,2,4,4,4,4,4,4,1,1,6,0,0,1,1,1,1,-0.505819320678711,0.144271776080132,0.239654049277306,1,1.0465544462204,8,0.24558013677597,1
"2079",610000,0,16,1,610000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,4,6,2,1,5,5,0,8,0,2,170,85,170,1,1,1,0,0,0,3,3,0,0,1,4,4,4,4,4,4,2,0,6,0,1,0,1,2,2,NA,0.778804659843445,0.239654049277306,0,-0.195746496319771,2,0.245631396770477,1
"2080",520000,0,50,1,520000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,2,2,4,2,3,3,5,2,3,160,110,157,3,2,2,0,0,26,3,3,1,0,1,4,4,4,4,3,3,2,1,6,0,1,0,1,1,1,0.174733936786652,-0.922452747821808,-0.431529670953751,1,-0.195746496319771,8,0.245777726173401,1
"2081",210000,0,30,1,210000,0,0,0,1,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,2,1,3,2,2,1,2,1,3,170,124,160,3,1,2,0,0,0,3,3,1,0,1,4,4,3,3,4,4,1,1,7,1,1,0,2,1,1,0.131310671567917,-0.922452747821808,-1.24426257610321,1,1.14663898944855,1,0.245799914002419,1
"2082",330000,1,29,0,330000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,3,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,1,2,1,2,3,3,1,1,5,1,1,1,1,3,160,145,148,4,1,3,0,0,NA,1,1,0,0,1,4,3,3,3,3,3,1,0,5,1,0,1,NA,1,1,-1.33957517147064,-0.922452747821808,0.239654049277306,0,0.386826932430267,8,0.245935797691345,1
"2083",440000,0,55,1,440000,1,0,0,1,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,1,3,1,2,2,3,2,4,1,4,NA,4,1,NA,1,0,0,0,4,4,4,2,4,4,7,4,5,3,3,170,145,170,2,1,1,0,0,0,2,2,0,1,1,4,4,3,3,3,3,2,1,6,0,1,0,3,1,1,-0.94632351398468,0.144271776080132,0.239654049277306,1,1.14663898944855,2,0.246058583259583,1
"2084",130000,0,35,1,130000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,3,3,5,4,1,4,1,3,2,3,3,2,170,140,165,1,1,2,0,0,0,2,2,0,1,1,4,3,3,3,3,3,1,0,7,1,0,0,3,2,1,-0.0377446077764034,-0.922452747821808,0.239654049277306,1,1.0465544462204,2,0.246151298284531,1
"2085",350000,0,27,1,350000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,3,3,4,1,1,1,2,1,3,NA,4,4,4,1,NA,2,2,2,2,2,4,3,3,4,3,3,2,9,1,3,177,120,177,3,2,1,0,0,0,2,2,0,0,1,4,4,3,3,3,3,1,0,NA,0,0,0,3,2,3,0.01703130453825,2.42011141777039,0.35733625292778,1,0.281745463609695,5,0.246188282966614,1
"2086",650000,1,43,0,430000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,5,3,5,3,1,4,2,4,3,6,2,3,158,130,158,3,1,1,1,1,0,3,2,0,0,1,4,4,3,3,3,3,1,1,5,1,0,0,1,1,1,0.542569518089294,-0.445589452981949,0.934704720973969,1,-0.195746496319771,8,0.246222645044327,1
"2087",410000,1,46,1,410000,0,0,0,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,3,3,3,4,4,1,1,1,2,1,1,1,1,4,1,NA,2,2,2,2,3,6,5,4,4,4,4,3,6,1,2,172,140,160,3,3,1,1,0,0,2,3,1,0,1,4,4,4,4,4,4,1,0,8,0,0,0,3,3,NA,-0.94632351398468,-0.922452747821808,0.239654049277306,1,-0.575652539730072,7,0.246362030506134,1
"2088",410000,0,30,0,410000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,4,3,4,4,1,4,3,4,2,7,2,2,163,140,160,2,2,1,1,1,7,2,2,0,0,1,4,4,3,3,3,3,2,1,5,1,1,0,2,2,2,NA,0.144271776080132,-0.431529670953751,1,-1.4405460357666,8,0.246381863951683,1
"2089",330000,0,42,0,330000,0,0,0,1,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,3,3,3,4,4,NA,NA,NA,3,NA,3,NA,4,1,NA,2,2,2,2,2,5,5,3,4,3,3,3,4,5,2,163,110,160,2,1,3,0,0,0,3,3,0,1,1,4,4,3,4,4,4,1,1,8,0,1,1,1,1,1,-0.652984797954559,-0.922452747821808,0.239654049277306,1,-0.195746496319771,8,0.246441721916199,1
"2090",450000,0,26,1,450000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,5,5,1,1,3,5,4,5,4,3,165,110,167,2,1,1,0,0,0,1,1,1,0,1,4,2,2,3,3,3,1,1,5,0,0,0,1,1,1,0.78997415304184,1.05511474609375,0.239654049277306,1,-0.195746496319771,2,0.246719568967819,1
"2091",360000,0,73,1,360000,0,0,0,5,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,1,4,4,1,5,4,8,5,9,2,4,165,110,157,2,1,2,0,0,0,1,1,1,0,1,4,4,3,3,3,3,1,1,8,1,0,0,NA,4,3,-1.04667723178864,-0.690246343612671,NA,1,-1.33796310424805,8,0.246775835752487,1
